2025-10-20 19:57:54.262 | info     |          Device | Opening user mode device driver (tt_cluster.cpp:203)
2025-10-20 19:57:55.518 | debug    |           Metal | RISC (x=19,y=18) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.518 | debug    |           Metal | RISC (x=19,y=18) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.518 | debug    |           Metal | RISC (x=19,y=18) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.518 | debug    |           Metal | RISC (x=19,y=18) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.518 | debug    |           Metal | RISC (x=19,y=18) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.519 | debug    |           Metal | RISC (x=20,y=18) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.519 | debug    |           Metal | RISC (x=20,y=18) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.519 | debug    |           Metal | RISC (x=20,y=18) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.519 | debug    |           Metal | RISC (x=20,y=18) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.519 | debug    |           Metal | RISC (x=20,y=18) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.519 | debug    |           Metal | RISC (x=21,y=18) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.519 | debug    |           Metal | RISC (x=21,y=18) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.519 | debug    |           Metal | RISC (x=21,y=18) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.519 | debug    |           Metal | RISC (x=21,y=18) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.519 | debug    |           Metal | RISC (x=21,y=18) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.519 | debug    |           Metal | RISC (x=22,y=18) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.519 | debug    |           Metal | RISC (x=22,y=18) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.519 | debug    |           Metal | RISC (x=22,y=18) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.519 | debug    |           Metal | RISC (x=22,y=18) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.519 | debug    |           Metal | RISC (x=22,y=18) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.519 | debug    |           Metal | RISC (x=23,y=18) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.520 | debug    |           Metal | RISC (x=23,y=18) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.520 | debug    |           Metal | RISC (x=23,y=18) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.520 | debug    |           Metal | RISC (x=23,y=18) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.520 | debug    |           Metal | RISC (x=23,y=18) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.520 | debug    |           Metal | RISC (x=24,y=18) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.520 | debug    |           Metal | RISC (x=24,y=18) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.520 | debug    |           Metal | RISC (x=24,y=18) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.520 | debug    |           Metal | RISC (x=24,y=18) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.520 | debug    |           Metal | RISC (x=24,y=18) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.520 | debug    |           Metal | RISC (x=25,y=18) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.520 | debug    |           Metal | RISC (x=25,y=18) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.520 | debug    |           Metal | RISC (x=25,y=18) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.520 | debug    |           Metal | RISC (x=25,y=18) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.520 | debug    |           Metal | RISC (x=25,y=18) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.520 | debug    |           Metal | RISC (x=18,y=19) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.520 | debug    |           Metal | RISC (x=18,y=19) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.520 | debug    |           Metal | RISC (x=18,y=19) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.520 | debug    |           Metal | RISC (x=18,y=19) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.520 | debug    |           Metal | RISC (x=18,y=19) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.521 | debug    |           Metal | RISC (x=19,y=19) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.521 | debug    |           Metal | RISC (x=19,y=19) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.521 | debug    |           Metal | RISC (x=19,y=19) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.521 | debug    |           Metal | RISC (x=19,y=19) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.521 | debug    |           Metal | RISC (x=19,y=19) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.521 | debug    |           Metal | RISC (x=20,y=19) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.521 | debug    |           Metal | RISC (x=20,y=19) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.521 | debug    |           Metal | RISC (x=20,y=19) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.521 | debug    |           Metal | RISC (x=20,y=19) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.521 | debug    |           Metal | RISC (x=20,y=19) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.521 | debug    |           Metal | RISC (x=21,y=19) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.521 | debug    |           Metal | RISC (x=21,y=19) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.521 | debug    |           Metal | RISC (x=21,y=19) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.521 | debug    |           Metal | RISC (x=21,y=19) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.521 | debug    |           Metal | RISC (x=21,y=19) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.522 | debug    |           Metal | RISC (x=22,y=19) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.522 | debug    |           Metal | RISC (x=22,y=19) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.522 | debug    |           Metal | RISC (x=22,y=19) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.522 | debug    |           Metal | RISC (x=22,y=19) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.522 | debug    |           Metal | RISC (x=22,y=19) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.522 | debug    |           Metal | RISC (x=23,y=19) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.522 | debug    |           Metal | RISC (x=23,y=19) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.522 | debug    |           Metal | RISC (x=23,y=19) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.522 | debug    |           Metal | RISC (x=23,y=19) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.522 | debug    |           Metal | RISC (x=23,y=19) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.522 | debug    |           Metal | RISC (x=24,y=19) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.522 | debug    |           Metal | RISC (x=24,y=19) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.522 | debug    |           Metal | RISC (x=24,y=19) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.522 | debug    |           Metal | RISC (x=24,y=19) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.522 | debug    |           Metal | RISC (x=24,y=19) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.522 | debug    |           Metal | RISC (x=25,y=19) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.522 | debug    |           Metal | RISC (x=25,y=19) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.522 | debug    |           Metal | RISC (x=25,y=19) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.522 | debug    |           Metal | RISC (x=25,y=19) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.523 | debug    |           Metal | RISC (x=25,y=19) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.523 | debug    |           Metal | RISC (x=18,y=20) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.523 | debug    |           Metal | RISC (x=18,y=20) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.523 | debug    |           Metal | RISC (x=18,y=20) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.523 | debug    |           Metal | RISC (x=18,y=20) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.523 | debug    |           Metal | RISC (x=18,y=20) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.523 | debug    |           Metal | RISC (x=19,y=20) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.523 | debug    |           Metal | RISC (x=19,y=20) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.523 | debug    |           Metal | RISC (x=19,y=20) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.523 | debug    |           Metal | RISC (x=19,y=20) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.523 | debug    |           Metal | RISC (x=19,y=20) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.523 | debug    |           Metal | RISC (x=20,y=20) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.523 | debug    |           Metal | RISC (x=20,y=20) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.523 | debug    |           Metal | RISC (x=20,y=20) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.523 | debug    |           Metal | RISC (x=20,y=20) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.523 | debug    |           Metal | RISC (x=20,y=20) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.524 | debug    |           Metal | RISC (x=21,y=20) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.524 | debug    |           Metal | RISC (x=21,y=20) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.524 | debug    |           Metal | RISC (x=21,y=20) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.524 | debug    |           Metal | RISC (x=21,y=20) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.524 | debug    |           Metal | RISC (x=21,y=20) DM2 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc2/trisc2.elf binary size: 892 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.524 | debug    |           Metal | RISC (x=22,y=20) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//brisc/brisc.elf binary size: 3848 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.524 | debug    |           Metal | RISC (x=22,y=20) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//ncrisc/ncrisc.elf binary size: 1404 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.524 | debug    |           Metal | RISC (x=22,y=20) DM0 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc0/trisc0.elf binary size: 936 in bytes (metal_context.cpp:950)
2025-10-20 19:57:55.524 | debug    |           Metal | RISC (x=22,y=20) DM1 fw /home/jameszianxu/.cache/tt-metal-cache/4eff6bc65a/97694384/firmware//trisc1/trisc1.elf binary size: 524 in bytes (metal_context.cpp:950)
